Time,DATE_R,AC_TYPE,FLIGHT_PHASE,LDGNOS,N11,N12,ALT_STD,ALT_QNH,RALT1,GS,IAS,VRTG,LONG,LATG,IVV,FPA_SEL,DRIFT,HEAD,LONG_AIR,LAT_AIR,CITY_FROM_R,CITY_TO_R,WIN_SPDR,WIN_DIR,AP_EGD1,AP_EGD2,PITCH_CPT,PITCH_FO,ROLL_CPT,ROLL_FO,RUDD,ELEVL,ELEVR,FLAP,SPOIL_R2,SPOIL_R3,SPOIL_R5,TAT,VIB_N1FNT1,VIB_N1FNT2,VIB_N2FNT1,VIB_N2FNT2,EGT1,EGT2,GW,TIME_R,DATE_R
00:28.4,2016/1/11,66,CRUISE,AIR,78.6,79,20696,20723.31,4089,480,318.25,0.965,0.016,-0.0117,-72,-368,-0.967,75.23,111.0033,21.322,ZJHK,ZGSZ,43,242.58,Y,NOFALT,1.93,-0.09,0,0,0.4,0,0,0,0,0,0,10.25,0.2,0.4,0,0.2,450,451,64901,0:00:28,2016/1/11
00:28.5,2016/1/11,66,CRUISE,AIR,78.6,79,20696,20723.31,4089,480,318.25,0.965,0.016,-0.0117,-72,-368,-0.967,75.23,111.0033,21.322,ZJHK,ZGSZ,43,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.25,0.2,0.4,0,0.2,450,451,64901,0:00:28,2016/1/11
00:28.6,2016/1/11,66,CRUISE,AIR,78.6,78.9,20696,20723.31,4089,480,318.25,0.965,0.016,-0.0078,-72,-368,-0.967,75.23,111.0033,21.322,ZJHK,ZGSZ,43,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.25,0.2,0.4,0,0.2,450,449,64901,0:00:28,2016/1/11
00:28.8,2016/1/11,66,CRUISE,AIR,78.6,78.9,20696,20723.31,4089,480,318.25,0.957,0.016,-0.0078,-72,-368,-0.967,75.23,111.0033,21.322,ZJHK,ZGSZ,43,243.28,Y,NOFALT,14.68,14.59,0,0,0.4,0,0,0,0,0,0,10.25,0.2,0.4,0,0.2,450,449,64901,0:00:28,2016/1/11
00:28.9,2016/1/11,66,CRUISE,AIR,78.6,78.9,20696,20723.31,4089,480,318.25,0.965,0.016,-0.0117,-72,-368,-0.967,75.23,111.0033,21.322,ZJHK,ZGSZ,43,243.28,Y,NOFALT,14.68,14.59,0,0,0.4,0,0,0,0,0,0,10.25,0.2,0.4,0,0.2,450,449,64901,0:00:28,2016/1/11
00:29.0,2016/1/11,66,CRUISE,AIR,78.6,78.9,20700,20727.31,4089,480,318.25,0.965,0.016,-0.0117,-88,-368,-0.967,75.23,111.0052,21.3225,ZJHK,ZGSZ,43,243.28,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.25,0.2,0.4,0,0.2,450,449,64901,0:00:28,2016/1/11
00:29.1,2016/1/11,66,CRUISE,AIR,78.6,78.9,20700,20727.31,4089,480,318.25,0.957,0.016,-0.0117,-88,-368,-0.967,75.23,111.0052,21.3225,ZJHK,ZGSZ,43,243.28,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.25,0.2,0.4,0,0.2,449,449,64901,0:00:28,2016/1/11
00:29.3,2016/1/11,66,CRUISE,AIR,78.6,78.9,20700,20727.31,4089,480,318.38,0.965,0.016,-0.0117,-88,-368,-0.967,75.23,111.0052,21.3225,ZJHK,ZGSZ,43,243.28,Y,NOFALT,1.93,0,0,0,0.4,0,0,0,0,0,0,10.25,0.2,0.4,0,0.2,449,449,64901,0:00:28,2016/1/11
00:29.4,2016/1/11,66,CRUISE,AIR,78.6,78.9,20700,20727.31,4089,480,318.38,0.965,0.016,-0.0117,-88,-368,-0.967,75.23,111.0052,21.3225,ZJHK,ZGSZ,43,243.28,Y,NOFALT,1.93,0,0,0,0.4,0,0,0,0,0,0,10.25,0.2,0.4,0,0.2,449,449,64901,0:00:28,2016/1/11
00:29.5,2016/1/11,66,CRUISE,AIR,78.6,78.9,20700,20727.31,4089,480,318.38,0.965,0.016,-0.0117,-88,-368,-0.967,75.23,111.0052,21.3225,ZJHK,ZGSZ,43,243.28,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.25,0.2,0.4,0,0.2,449,449,64901,0:00:28,2016/1/11
00:29.6,2016/1/11,66,CRUISE,AIR,78.6,78.9,20700,20727.31,4089,480,318.38,0.965,0.016,-0.0117,-88,-368,-0.967,75.23,111.0052,21.3225,ZJHK,ZGSZ,43,243.28,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.25,0.2,0.4,0,0.2,449,449,64901,0:00:28,2016/1/11
00:29.8,2016/1/11,66,CRUISE,AIR,78.6,78.9,20700,20727.31,4089,480,318.38,0.965,0.016,-0.0117,-88,-368,-0.967,75.23,111.0052,21.3225,ZJHK,ZGSZ,43,243.28,Y,NOFALT,14.5,14.59,0,0,0.4,0,0,0,0,0,0,10.25,0.2,0.4,0,0.2,449,449,64901,0:00:28,2016/1/11
00:29.9,2016/1/11,66,CRUISE,AIR,78.6,78.9,20700,20727.31,4089,480,318.38,0.957,0.016,-0.0078,-88,-368,-0.967,75.23,111.0052,21.3225,ZJHK,ZGSZ,43,243.28,Y,NOFALT,14.5,14.59,0,0,0.4,0,0,0,0,0,0,10.25,0.2,0.4,0,0.2,449,449,64901,0:00:28,2016/1/11
00:30.0,2016/1/11,66,CRUISE,AIR,78.6,78.9,20704,20731.31,4089,480,318.38,0.965,0.016,-0.0078,20,-368,-0.967,75.23,111.0072,21.3229,ZJHK,ZGSZ,43,243.28,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.25,0.2,0.4,0,0.2,449,449,64901,0:00:28,2016/1/11
00:30.1,2016/1/11,66,CRUISE,AIR,78.6,78.9,20704,20731.31,4089,480,318.38,0.965,0.016,-0.0117,20,-368,-0.967,75.23,111.0072,21.3229,ZJHK,ZGSZ,43,243.28,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.25,0.2,0.4,0,0.2,449,449,64901,0:00:28,2016/1/11
00:30.3,2016/1/11,66,CRUISE,AIR,78.6,78.9,20704,20731.31,4089,480,318.5,0.965,0.016,-0.0117,20,-368,-0.967,75.23,111.0072,21.3229,ZJHK,ZGSZ,43,243.28,Y,NOFALT,1.93,0,0,0,0.4,0,0,0,0,0,0,10.25,0.2,0.4,0,0.2,449,449,64901,0:00:28,2016/1/11
00:30.4,2016/1/11,66,CRUISE,AIR,78.6,78.9,20704,20731.31,4089,480,318.5,0.965,0.016,-0.0117,20,-368,-0.967,75.23,111.0072,21.3229,ZJHK,ZGSZ,43,243.28,Y,NOFALT,1.93,0,0,0,0.4,0,0,0,0,0,0,10.25,0.2,0.4,0,0.2,449,449,64901,0:00:28,2016/1/11
00:30.5,2016/1/11,66,CRUISE,AIR,78.6,78.9,20704,20731.31,4089,480,318.5,0.957,0.016,-0.0117,20,-368,-0.967,75.23,111.0072,21.3229,ZJHK,ZGSZ,43,243.28,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.25,0.2,0.4,0,0.2,449,449,64901,0:00:28,2016/1/11
00:30.6,2016/1/11,66,CRUISE,AIR,78.6,78.9,20704,20731.31,4089,480,318.5,0.957,0.016,-0.0078,20,-368,-0.967,75.23,111.0072,21.3229,ZJHK,ZGSZ,43,243.28,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.25,0.2,0.4,0,0.2,449,448,64901,0:00:28,2016/1/11
00:30.7,2016/1/11,66,CRUISE,AIR,78.6,78.9,20704,20731.31,4089,480,318.5,0.957,0.016,-0.0078,20,-368,-0.967,75.23,111.0072,21.3229,ZJHK,ZGSZ,43,243.28,Y,NOFALT,14.59,14.59,0,0,0.4,0,0,0,0,0,0,10.25,0.2,0.4,0,0.2,449,448,64901,0:00:28,2016/1/11
00:30.9,2016/1/11,66,CRUISE,AIR,78.6,78.9,20704,20731.31,4089,480,318.5,0.957,0.016,-0.0117,20,-368,-0.967,75.23,111.0072,21.3229,ZJHK,ZGSZ,43,243.28,Y,NOFALT,14.59,14.59,0,0,0.4,0,0,0,0,0,0,10.25,0.2,0.4,0,0.2,449,448,64901,0:00:28,2016/1/11
00:31.0,2016/1/11,66,CRUISE,AIR,78.6,78.9,20700,20727.31,4089,480,318.5,0.957,0.016,-0.0117,14,-368,-0.967,75.23,111.0092,21.3234,ZJHK,ZGSZ,43,243.28,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.2,0.4,0,0.2,449,448,64901,0:00:28,2016/1/11
00:31.1,2016/1/11,66,CRUISE,AIR,78.6,78.9,20700,20727.31,4089,480,318.5,0.957,0.016,-0.0078,14,-368,-0.967,75.23,111.0092,21.3234,ZJHK,ZGSZ,43,243.28,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,448,64901,0:00:28,2016/1/11
00:31.2,2016/1/11,66,CRUISE,AIR,78.6,78.9,20700,20727.31,4089,480,318.63,0.957,0.016,-0.0078,14,-368,-0.967,75.59,111.0092,21.3234,ZJHK,ZGSZ,43,243.28,Y,NOFALT,1.93,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,448,64901,0:00:28,2016/1/11
00:31.4,2016/1/11,66,CRUISE,AIR,78.6,78.9,20700,20727.31,4089,480,318.63,0.957,0.016,-0.0117,14,-368,-0.967,75.59,111.0092,21.3234,ZJHK,ZGSZ,43,243.28,Y,NOFALT,1.93,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,448,64901,0:00:28,2016/1/11
00:31.5,2016/1/11,66,CRUISE,AIR,78.6,78.9,20700,20727.31,4089,480,318.63,0.965,0.016,-0.0117,14,-368,-0.967,75.59,111.0092,21.3234,ZJHK,ZGSZ,43,243.28,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,448,64901,0:00:28,2016/1/11
00:31.6,2016/1/11,66,CRUISE,AIR,78.6,78.9,20700,20727.31,4089,480,318.63,0.957,0.016,-0.0117,14,-368,-0.967,75.59,111.0092,21.3234,ZJHK,ZGSZ,43,243.28,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,448,64901,0:00:28,2016/1/11
00:31.8,2016/1/11,66,CRUISE,AIR,78.6,78.9,20700,20727.31,4089,480,318.63,0.965,0.016,-0.0117,14,-368,-0.967,75.59,111.0092,21.3234,ZJHK,ZGSZ,43,243.28,Y,NOFALT,14.41,14.59,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,448,64901,0:00:28,2016/1/11
00:31.9,2016/1/11,66,CRUISE,AIR,78.6,78.9,20700,20727.31,4089,480,318.63,0.965,0.016,-0.0117,14,-368,-0.967,75.59,111.0092,21.3234,ZJHK,ZGSZ,43,243.28,Y,NOFALT,14.41,14.59,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,448,64901,0:00:28,2016/1/11
00:32.0,2016/1/11,66,CRUISE,AIR,78.6,78.9,20700,20727.31,4089,480,318.63,0.965,0.016,-0.0117,-31,-368,-0.967,75.59,111.0112,21.3239,ZJHK,ZGSZ,43,243.28,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,448,64901,0:00:32,2016/1/11
00:32.1,2016/1/11,66,CRUISE,AIR,78.4,78.9,20700,20727.31,4089,480,318.63,0.965,0.016,-0.0117,-31,-368,-0.967,75.59,111.0112,21.3239,ZJHK,ZGSZ,43,243.28,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:32.3,2016/1/11,66,CRUISE,AIR,78.4,78.9,20700,20727.31,4089,480,318.75,0.965,0.016,-0.0117,-31,-368,-0.967,75.59,111.0112,21.3239,ZJHK,ZGSZ,43,243.28,Y,NOFALT,1.93,0.09,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:32.4,2016/1/11,66,CRUISE,AIR,78.4,78.9,20700,20727.31,4089,480,318.75,0.965,0.016,-0.0117,-31,-368,-0.967,75.59,111.0112,21.3239,ZJHK,ZGSZ,43,243.28,Y,NOFALT,1.93,0.09,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:32.5,2016/1/11,66,CRUISE,AIR,78.4,78.9,20700,20727.31,4089,480,318.75,0.965,0.016,-0.0117,-31,-368,-0.967,75.59,111.0112,21.3239,ZJHK,ZGSZ,43,243.28,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:32.6,2016/1/11,66,CRUISE,AIR,78.4,78.6,20700,20727.31,4089,480,318.75,0.965,0.016,-0.0117,-31,-368,-0.967,75.59,111.0112,21.3239,ZJHK,ZGSZ,43,243.28,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:32.8,2016/1/11,66,CRUISE,AIR,78.4,78.6,20700,20727.31,4089,480,318.75,0.965,0.016,-0.0117,-31,-368,-0.967,75.59,111.0112,21.3239,ZJHK,ZGSZ,43,242.58,Y,NOFALT,14.5,14.59,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:32.9,2016/1/11,66,CRUISE,AIR,78.4,78.6,20700,20727.31,4089,480,318.75,0.965,0.016,-0.0117,-31,-368,-0.967,75.59,111.0112,21.3239,ZJHK,ZGSZ,43,242.58,Y,NOFALT,14.5,14.59,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:33.0,2016/1/11,66,CRUISE,AIR,78.4,78.6,20704,20731.31,4089,480,318.75,0.957,0.016,-0.0117,19,-368,-0.967,75.59,111.0132,21.3244,ZJHK,ZGSZ,43,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:33.1,2016/1/11,66,CRUISE,AIR,78.4,78.6,20704,20731.31,4089,480,318.75,0.965,0.016,-0.0117,19,-368,-0.967,75.59,111.0132,21.3244,ZJHK,ZGSZ,43,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:33.3,2016/1/11,66,CRUISE,AIR,78.4,78.6,20704,20731.31,4089,480,318.75,0.957,0.016,-0.0117,19,-368,-0.967,75.59,111.0132,21.3244,ZJHK,ZGSZ,44,242.58,Y,NOFALT,1.93,0.09,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:33.4,2016/1/11,66,CRUISE,AIR,78.4,78.6,20704,20731.31,4089,480,318.75,0.957,0.016,-0.0117,19,-368,-0.967,75.59,111.0132,21.3244,ZJHK,ZGSZ,44,242.58,Y,NOFALT,1.93,0.09,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:33.5,2016/1/11,66,CRUISE,AIR,78.4,78.6,20704,20731.31,4089,480,318.75,0.957,0.016,-0.0117,19,-368,-0.967,75.59,111.0132,21.3244,ZJHK,ZGSZ,44,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:33.6,2016/1/11,66,CRUISE,AIR,78.4,78.5,20704,20731.31,4089,480,318.75,0.957,0.016,-0.0117,19,-368,-0.967,75.59,111.0132,21.3244,ZJHK,ZGSZ,44,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:33.8,2016/1/11,66,CRUISE,AIR,78.4,78.5,20704,20731.31,4089,480,318.75,0.957,0.016,-0.0117,19,-368,-0.967,75.59,111.0132,21.3244,ZJHK,ZGSZ,44,242.58,Y,NOFALT,14.41,14.5,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:33.9,2016/1/11,66,CRUISE,AIR,78.4,78.5,20704,20731.31,4089,480,318.75,0.957,0.016,-0.0078,19,-368,-0.967,75.59,111.0132,21.3244,ZJHK,ZGSZ,44,242.58,Y,NOFALT,14.41,14.5,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:34.0,2016/1/11,66,CRUISE,AIR,78.4,78.5,20700,20727.31,4089,480,318.75,0.957,0.016,-0.0078,13,-368,-0.967,75.59,111.0152,21.3249,ZJHK,ZGSZ,44,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:34.1,2016/1/11,66,CRUISE,AIR,78.4,78.5,20700,20727.31,4089,480,318.75,0.957,0.012,-0.0078,13,-368,-0.967,75.59,111.0152,21.3249,ZJHK,ZGSZ,44,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:34.3,2016/1/11,66,CRUISE,AIR,78.4,78.5,20700,20727.31,4089,480,318.75,0.957,0.012,-0.0078,13,-368,-0.967,75.59,111.0152,21.3249,ZJHK,ZGSZ,44,242.58,Y,NOFALT,1.93,0.09,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:34.4,2016/1/11,66,CRUISE,AIR,78.4,78.5,20700,20727.31,4089,480,318.75,0.957,0.016,-0.0117,13,-368,-0.967,75.59,111.0152,21.3249,ZJHK,ZGSZ,44,242.58,Y,NOFALT,1.93,0.09,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:34.5,2016/1/11,66,CRUISE,AIR,78.4,78.5,20700,20727.31,4089,480,318.75,0.957,0.016,-0.0117,13,-368,-0.967,75.59,111.0152,21.3249,ZJHK,ZGSZ,44,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:34.6,2016/1/11,66,CRUISE,AIR,78.4,78.5,20700,20727.31,4089,480,318.75,0.957,0.012,-0.0117,13,-368,-0.967,75.59,111.0152,21.3249,ZJHK,ZGSZ,44,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,447,64901,0:00:32,2016/1/11
00:34.8,2016/1/11,66,CRUISE,AIR,78.4,78.5,20700,20727.31,4089,481,318.75,0.957,0.012,-0.0117,13,-368,-0.967,75.59,111.0152,21.3249,ZJHK,ZGSZ,44,242.58,Y,NOFALT,14.41,14.41,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,447,64901,0:00:32,2016/1/11
00:34.9,2016/1/11,66,CRUISE,AIR,78.4,78.5,20700,20727.31,4089,481,318.75,0.957,0.012,-0.0117,13,-368,-0.967,75.59,111.0152,21.3249,ZJHK,ZGSZ,44,242.58,Y,NOFALT,14.41,14.41,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,447,64901,0:00:32,2016/1/11
00:35.0,2016/1/11,66,CRUISE,AIR,78.4,78.5,20700,20727.31,4089,481,318.75,0.957,0.012,-0.0117,-31,-368,-0.967,75.59,111.0172,21.3253,ZJHK,ZGSZ,44,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,447,64901,0:00:32,2016/1/11
00:35.1,2016/1/11,66,CRUISE,AIR,78.4,78.5,20700,20727.31,4089,481,318.75,0.957,0.012,-0.0117,-31,-368,-0.967,75.59,111.0172,21.3253,ZJHK,ZGSZ,44,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,447,64901,0:00:32,2016/1/11
00:35.3,2016/1/11,66,CRUISE,AIR,78.4,78.5,20700,20727.31,4089,481,318.75,0.965,0.012,-0.0117,-31,-368,-0.967,75.59,111.0172,21.3253,ZJHK,ZGSZ,44,242.58,Y,NOFALT,1.93,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,447,64901,0:00:32,2016/1/11
00:35.4,2016/1/11,66,CRUISE,AIR,78.4,78.5,20700,20727.31,4089,481,318.75,0.957,0.016,-0.0117,-31,-368,-0.967,75.59,111.0172,21.3253,ZJHK,ZGSZ,44,242.58,Y,NOFALT,1.93,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,447,64901,0:00:32,2016/1/11
00:35.5,2016/1/11,66,CRUISE,AIR,78.4,78.5,20700,20727.31,4089,481,318.75,0.957,0.016,-0.0117,-31,-368,-0.967,75.59,111.0172,21.3253,ZJHK,ZGSZ,44,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,447,64901,0:00:32,2016/1/11
00:35.6,2016/1/11,66,CRUISE,AIR,78.4,78.6,20700,20727.31,4089,481,318.75,0.965,0.016,-0.0078,-31,-368,-0.967,75.59,111.0172,21.3253,ZJHK,ZGSZ,44,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:35.7,2016/1/11,66,CRUISE,AIR,78.4,78.6,20700,20727.31,4089,481,318.75,0.957,0.016,-0.0078,-31,-368,-1.055,75.59,111.0172,21.3253,ZJHK,ZGSZ,44,242.58,Y,NOFALT,14.33,14.41,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:35.9,2016/1/11,66,CRUISE,AIR,78.4,78.6,20700,20727.31,4089,481,318.75,0.957,0.012,-0.0117,-31,-368,-1.055,75.59,111.0172,21.3253,ZJHK,ZGSZ,44,242.58,Y,NOFALT,14.33,14.41,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:32,2016/1/11
00:36.0,2016/1/11,66,CRUISE,AIR,78.4,78.6,20700,20727.31,4089,481,318.75,0.957,0.012,-0.0117,-21,-368,-1.055,75.59,111.0192,21.3258,ZJHK,ZGSZ,44,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,449,448,64901,0:00:36,2016/1/11
00:36.1,2016/1/11,66,CRUISE,AIR,78.5,78.6,20700,20727.31,4089,481,318.75,0.957,0.016,-0.0117,-21,-368,-1.055,75.59,111.0192,21.3258,ZJHK,ZGSZ,44,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,448,64901,0:00:36,2016/1/11
00:36.3,2016/1/11,66,CRUISE,AIR,78.5,78.6,20700,20727.31,4089,481,319,0.957,0.016,-0.0117,-21,-368,-1.055,75.59,111.0192,21.3258,ZJHK,ZGSZ,44,242.58,Y,NOFALT,1.93,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,448,64901,0:00:36,2016/1/11
00:36.4,2016/1/11,66,CRUISE,AIR,78.5,78.6,20700,20727.31,4089,481,319,0.957,0.016,-0.0078,-21,-368,-1.055,75.59,111.0192,21.3258,ZJHK,ZGSZ,44,242.58,Y,NOFALT,1.93,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,448,64901,0:00:36,2016/1/11
00:36.5,2016/1/11,66,CRUISE,AIR,78.5,78.6,20700,20727.31,4089,481,319,0.957,0.016,-0.0078,-21,-368,-1.055,75.59,111.0192,21.3258,ZJHK,ZGSZ,44,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,448,64901,0:00:36,2016/1/11
00:36.6,2016/1/11,66,CRUISE,AIR,78.5,78.6,20700,20727.31,4089,481,319,0.957,0.016,-0.0117,-21,-368,-1.055,75.59,111.0192,21.3258,ZJHK,ZGSZ,44,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,448,64901,0:00:36,2016/1/11
00:36.8,2016/1/11,66,CRUISE,AIR,78.5,78.6,20700,20727.31,4089,481,319,0.957,0.016,-0.0117,-21,-368,-1.055,75.59,111.0192,21.3258,ZJHK,ZGSZ,44,242.58,Y,NOFALT,14.41,14.41,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,448,64901,0:00:36,2016/1/11
00:36.9,2016/1/11,66,CRUISE,AIR,78.5,78.6,20700,20727.31,4089,481,319,0.957,0.016,-0.0117,-21,-368,-1.055,75.59,111.0192,21.3258,ZJHK,ZGSZ,44,242.58,Y,NOFALT,14.41,14.41,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,448,64901,0:00:36,2016/1/11
00:37.0,2016/1/11,66,CRUISE,AIR,78.5,78.6,20700,20727.31,4089,481,319,0.957,0.016,-0.0117,-14,-368,-1.055,75.59,111.0212,21.3263,ZJHK,ZGSZ,44,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,448,64901,0:00:36,2016/1/11
00:37.1,2016/1/11,66,CRUISE,AIR,78.4,78.6,20700,20727.31,4089,481,319,0.965,0.016,-0.0117,-14,-368,-1.055,75.59,111.0212,21.3263,ZJHK,ZGSZ,44,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,448,64901,0:00:36,2016/1/11
00:37.3,2016/1/11,66,CRUISE,AIR,78.4,78.6,20700,20727.31,4089,481,319,0.957,0.016,-0.0117,-14,-368,-1.055,75.59,111.0212,21.3263,ZJHK,ZGSZ,44,242.58,Y,NOFALT,1.93,0.09,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,448,64901,0:00:36,2016/1/11
00:37.4,2016/1/11,66,CRUISE,AIR,78.4,78.6,20700,20727.31,4089,481,319,0.957,0.016,-0.0117,-14,-368,-1.055,75.59,111.0212,21.3263,ZJHK,ZGSZ,44,242.58,Y,NOFALT,1.93,0.09,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,448,64901,0:00:36,2016/1/11
00:37.5,2016/1/11,66,CRUISE,AIR,78.4,78.6,20700,20727.31,4089,481,319,0.957,0.016,-0.0117,-14,-368,-1.055,75.59,111.0212,21.3263,ZJHK,ZGSZ,44,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,448,64901,0:00:36,2016/1/11
00:37.6,2016/1/11,66,CRUISE,AIR,78.4,78.6,20700,20727.31,4089,481,319,0.957,0.016,-0.0117,-14,-368,-1.055,75.59,111.0212,21.3263,ZJHK,ZGSZ,44,242.58,Y,NOFALT,0,0,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,449,64901,0:00:36,2016/1/11
00:37.8,2016/1/11,66,CRUISE,AIR,78.4,78.6,20700,20727.31,4089,481,319,0.957,0.016,-0.0117,-14,-368,-1.055,75.59,111.0212,21.3263,ZJHK,ZGSZ,44,242.58,Y,NOFALT,14.33,14.41,0,0,0.4,0,0,0,0,0,0,10.5,0.4,0.4,0,0.2,450,449,64901,0:00:36,2016/1/11
